MedInc,HouseAge,AveRooms,AveBedrms,Population,AveOccup,Latitude,Longitude,MedHouseVal
5.6742,24.2,4.2694,0.846,2093,1.2017,36.4548,-115.6311,2.5585
2.672,34.1,9.7482,2.0663,505,2.7955,34.8536,-116.2732,0.7655
7.4957,30.5,7.0366,1.559,266,3.8331,33.748,-121.3139,3.4445
2.2997,17.2,8.1808,1.5269,472,4.206,35.2764,-117.8601,1.2941
7.3981,13.9,4.8599,1.133,912,2.4681,36.3586,-120.6652,4.1075
9.1311,51.4,7.1889,1.3558,552,3.6665,39.7604,-120.4126,4.1359
5.0861,11.5,8.3539,1.9151,2050,2.8023,34.5656,-117.0544,2.3208
4.032,41.3,3.3253,0.8,1394,3.5566,39.1704,-115.6428,1.381
5.6984,8.5,5.1733,0.9703,771,4.1545,33.2508,-115.7746,2.3209
0.805,42.0,2.0,0.8,139,2.8058,34.0047,-122.0736,0.6179
5.3728,10.5,5.1433,1.2485,382,4.077,35.6001,-117.5907,2.4543
4.187,50.3,3.868,1.0739,429,1.787,36.9633,-121.6958,1.7423
4.3476,36.0,5.0645,0.9894,366,3.6565,34.2188,-117.9014,1.4151
6.8477,5.6,11.3473,2.3919,775,4.0337,33.5643,-120.6443,2.9934
4.2851,36.4,8.9356,2.2194,788,3.9302,37.8753,-116.2054,1.8711
2.2612,31.8,2.6211,0.8,174,1.815,36.4139,-114.6566,0.7954
4.1171,18.2,6.6115,1.238,1266,2.7942,36.451,-121.4552,1.9814
4.6671,14.3,7.0979,1.3457,674,3.3022,35.4255,-115.3774,1.8793
4.8017,37.7,4.8242,1.0258,885,3.4431,36.0269,-116.73,1.7186
4.9389,38.8,5.8566,1.074,1207,3.1159,34.2487,-118.5568,1.5997
8.3614,17.7,6.052,1.1528,360,4.4292,35.0705,-118.9878,3.8339
2.3359,45.7,2.8068,0.8,1821,1.7044,37.6516,-121.1473,1.1845
4.98,14.7,3.4373,0.8,594,2.7597,37.4618,-122.3655,2.8707
9.7178,4.6,5.8446,1.2712,2231,1.3122,41.1063,-123.6244,4.5186
1.5829,31.6,5.6988,1.0672,325,3.6212,40.4091,-117.0193,0.5765
4.9918,6.5,4.0829,0.8132,2102,3.5546,32.5675,-122.1644,2.0505
3.1543,15.1,3.9112,0.8157,323,6.3486,34.6828,-119.2984,1.6842
3.5879,26.9,5.3204,1.281,5110,4.0264,40.9331,-115.1569,0.916
2.6042,15.6,7.2723,2.0462,311,3.3314,35.4902,-117.4534,1.4501
4.0482,12.0,5.347,1.3191,1549,3.2549,37.0382,-122.723,1.9915
13.5279,36.9,8.7455,1.7952,498,2.6834,38.9124,-116.7882,5.0
2.0987,28.9,4.1084,0.8,1179,3.1305,37.6619,-122.2442,1.4038
2.2216,43.8,5.8862,1.6795,644,3.2762,32.5462,-116.311,0.5
2.052,30.6,4.7914,1.2236,278,1.0352,34.4624,-123.684,1.3811
12.6348,25.7,6.6759,1.3776,100,3.1969,33.4542,-123.0121,5.0
3.396,14.3,3.9368,0.9679,4945,3.101,34.0926,-114.691,1.3503
4.4133,41.4,9.3548,2.4726,705,4.754,33.9,-121.557,2.188
3.5195,11.0,2.1188,0.8,100,2.8683,38.4164,-122.9183,2.3963
2.543,13.4,8.931,1.8701,847,2.2345,36.3624,-122.2435,1.5676
3.8919,43.9,5.68,1.2112,1155,3.2685,33.1322,-120.7085,1.8805
15.0,38.8,6.6048,1.266,375,3.0743,33.2818,-115.705,5.0
10.332,32.3,8.169,1.9781,377,2.8694,41.5284,-122.8985,5.0
2.6865,3.0,7.2153,1.9121,655,1.721,33.9702,-124.3346,1.5815
6.6097,7.5,4.0399,0.8,1741,2.844,34.9115,-115.4176,2.9627
2.7212,26.5,6.7002,1.2235,721,2.4208,37.9558,-121.3536,1.1809
1.5437,39.1,9.2349,2.188,2144,2.7835,34.2775,-123.6924,0.9433
8.2623,24.7,3.7254,0.8,1644,3.7322,34.3765,-124.2084,4.2837
8.9895,1.9,9.7369,1.9376,554,2.3255,33.1896,-115.0544,4.4768
8.395,10.4,6.2714,1.1781,189,2.7788,41.8178,-119.007,3.807
3.3807,31.0,4.6335,1.0655,555,3.5412,38.2575,-118.0898,0.8897
4.0549,36.4,3.7134,1.0029,1014,2.7306,37.5326,-118.0314,1.2438
7.0277,2.7,5.0534,1.3524,698,5.6092,40.9424,-119.017,3.3432
5.6683,3.2,2.0,0.8,1105,3.2489,38.147,-116.4228,2.2329
3.5389,14.3,4.6695,0.8934,1327,1.7581,34.9993,-114.9861,1.1055
1.6965,5.3,4.9741,1.1269,1017,2.1607,36.9865,-117.7687,0.5
4.7986,28.6,3.3512,0.926,534,2.0601,37.037,-115.6392,2.1672
8.5626,7.3,6.9957,1.9254,1008,2.175,36.2818,-124.399,4.1182
2.1846,34.1,5.0625,1.0778,3977,3.537,39.6595,-119.458,0.8723
6.5749,40.6,4.2284,0.8,202,1.8935,33.542,-118.1575,2.727
5.4681,50.5,4.8493,1.128,982,2.6688,34.0125,-122.3871,2.6505
7.0293,49.4,6.2102,1.2935,2880,4.1427,36.0359,-122.8169,2.9992
7.5624,14.9,5.6464,1.2318,260,2.4802,33.1761,-123.0694,3.4599
2.9545,2.5,4.098,0.8,1482,3.6715,41.8803,-121.5094,1.5202
1.6986,17.8,5.7513,1.1136,1649,1.317,37.21,-115.8542,0.5
3.254,37.1,5.3986,1.3847,204,2.6294,32.976,-124.2097,2.0214
7.6406,4.0,3.2211,0.8,1176,2.1141,38.275,-118.1745,3.0921
3.2375,19.3,4.923,0.9476,535,3.2998,39.9205,-123.7844,1.4951
2.9552,16.2,6.6587,1.2422,634,1.9652,36.3733,-118.2714,1.2202
1.5026,12.2,6.6443,1.4198,513,5.0697,37.0651,-121.8518,1.2956
12.8275,37.0,5.0401,1.3085,1901,1.3606,39.1557,-122.8479,5.0
7.3554,34.6,6.8535,1.4846,608,4.1358,34.7213,-119.6088,2.6165
7.1131,28.3,3.5401,0.8,459,3.8783,38.1778,-122.0734,3.868
8.0096,47.4,3.602,0.8905,465,3.3099,38.494,-120.5282,3.8779
6.3346,6.3,4.9975,0.9176,506,3.0544,40.1441,-117.853,2.5575
3.8706,8.6,8.4951,2.146,280,4.855,40.9652,-114.6696,1.7026
4.0623,20.6,5.8265,1.0947,456,5.471,41.4384,-118.0129,1.8577
3.4676,34.4,4.9493,1.1377,731,2.7927,33.7001,-119.1758,0.9028
15.0,30.8,8.5883,2.453,919,3.1578,40.2545,-118.6515,5.0
6.256,4.8,4.9261,1.074,1743,2.4476,38.9166,-119.543,2.577
3.393,49.9,9.9695,2.0959,807,1.8307,36.0219,-118.5905,1.4721
5.9257,16.6,4.4774,0.8547,455,3.4631,41.2667,-118.5131,2.828
2.4436,19.3,3.4765,0.8,296,3.2496,40.6711,-119.332,0.9061
11.053,32.8,5.1673,1.401,842,1.3898,39.8564,-116.2221,4.7414
3.0143,49.2,5.0018,0.9343,606,3.456,33.0461,-120.3972,1.5678
6.0536,34.8,3.8846,0.8389,622,3.2831,34.1816,-123.3603,2.8453
8.4959,49.7,10.7039,2.6475,821,2.3988,41.2241,-117.748,3.0477
5.6455,10.6,6.1373,1.1585,1008,2.3335,41.8312,-116.141,2.5599
4.7431,32.6,6.4285,1.718,825,3.4238,35.1344,-116.3098,2.1308
4.5108,43.3,4.5762,1.2385,580,4.6089,35.1352,-121.8526,2.7229
4.3325,27.0,4.3447,0.9507,350,3.3984,38.2979,-117.7063,1.4176
3.1708,19.5,7.5511,1.5898,407,3.7805,33.2237,-114.0148,1.3721
3.4223,51.2,2.1483,0.8,1311,2.1678,38.1555,-123.4021,2.3979
10.889,8.2,3.2143,0.8,474,2.5857,41.7025,-119.0111,5.0
4.1991,22.0,5.0054,1.2434,227,3.608,35.3211,-121.2934,2.3438
2.7969,45.5,8.2021,1.4966,1682,1.6417,39.5561,-116.1922,1.3059
3.2878,46.9,4.751,1.3426,313,3.2072,37.4866,-121.0904,1.3833
8.6731,51.0,6.3323,1.6945,684,3.4934,35.2295,-116.7974,3.294
6.7219,46.1,5.5555,1.435,985,2.9615,36.4185,-122.8152,3.387
6.2726,3.6,8.0925,2.2116,667,3.3194,37.7353,-123.7968,2.6258
3.8401,48.4,2.3306,0.8,100,3.0578,39.7351,-123.4069,1.8072
6.3219,22.8,6.9719,1.3329,909,2.3778,37.6376,-121.7669,3.7734
3.0461,34.2,5.1022,0.9924,1922,1.8219,41.2888,-115.5801,1.3617
3.8352,21.1,7.3498,1.473,1248,2.9097,33.611,-122.9204,2.2435
8.0196,42.5,3.8614,1.0986,122,4.3045,41.5981,-124.1494,3.7242
7.5728,30.4,5.5488,1.0607,3647,4.0244,37.7312,-115.5387,3.027
2.4864,44.1,5.295,1.2334,230,2.6547,36.2222,-120.5637,2.1126
2.6823,10.9,3.4951,0.8,281,2.6339,33.2225,-118.3183,1.3682
4.7837,10.4,2.9392,0.8,1243,2.5603,35.3144,-123.6201,2.8497
12.625,23.5,4.3392,1.1256,956,2.5604,36.6604,-114.9729,5.0
1.42,1.2,5.7599,1.2713,709,3.2877,41.4021,-119.2033,0.5
5.2963,36.3,3.9862,0.8,422,4.0575,39.686,-123.5595,2.8294
1.9628,16.1,4.8399,1.2021,1929,5.2628,33.0609,-117.845,0.5177
3.063,29.4,2.0,0.8,645,2.1702,35.615,-120.6616,1.6102
3.6015,4.6,4.7587,0.8786,190,3.6512,37.1686,-120.7892,2.0308
3.4823,9.7,7.5472,1.7879,1783,3.5423,40.5758,-120.2137,2.2312
3.2535,32.8,6.9104,1.6164,793,2.6703,39.8761,-119.1647,1.6423
4.5011,16.6,5.3262,1.2091,1623,1.974,34.5533,-117.9971,1.5731
3.2506,12.0,5.9873,1.1698,1052,3.2754,32.9794,-122.9627,1.6354
1.8636,12.7,3.8435,0.8778,4507,5.1199,33.7576,-116.5792,1.0972
7.1558,12.0,8.7489,1.9562,519,3.269,37.2813,-124.215,4.0773
7.0408,32.8,9.6355,2.4427,674,2.2128,33.3538,-117.1587,2.9545
7.4328,9.6,5.8296,1.0644,1183,2.8427,34.8727,-122.5754,4.0678
1.7781,19.5,10.6814,2.0212,522,1.8598,40.3028,-119.8083,0.7027
5.3621,36.1,4.1396,0.8807,1264,3.0185,36.3186,-118.6037,2.5174
6.7234,27.2,2.9978,0.8,100,3.6834,41.9634,-117.7025,2.9618
2.414,31.5,4.0808,0.8372,628,2.3074,39.6818,-116.1941,0.6611
4.5064,13.8,5.061,0.9341,613,1.0,35.0167,-119.0799,2.0228
4.1797,48.6,10.1241,2.6482,595,3.2769,32.5719,-115.2587,1.7084
13.5352,22.1,4.9377,1.2498,330,2.4984,37.5085,-114.472,5.0
14.2207,15.6,3.7807,0.8,1373,2.2493,39.2056,-114.2515,5.0
1.651,47.1,3.7031,0.8533,444,2.2407,36.962,-121.1446,1.0964
15.0,34.4,7.78,1.8339,781,3.4003,41.1118,-124.1622,5.0
2.5879,32.3,7.4946,1.4963,646,2.5921,39.7955,-116.9841,0.7854
8.072,46.2,4.529,0.9513,993,3.9304,37.4426,-121.8551,3.8776
8.0229,4.0,2.0,0.8,2090,3.9525,32.6798,-116.4393,3.3492
2.466,43.7,3.2428,0.8,777,2.7294,35.7133,-124.4475,1.5913
6.0253,35.6,8.9425,2.0716,1304,2.4791,37.1969,-116.3396,2.4539
4.2017,19.4,6.8776,1.8327,747,3.1277,34.8772,-123.7635,2.6167
6.2501,14.1,5.6309,1.4223,444,2.8546,40.4577,-115.2669,2.4185
5.1469,6.3,9.2377,2.0191,594,1.2475,36.5325,-117.6612,1.8686
9.1871,49.0,9.4167,1.8597,530,4.9141,34.4361,-122.802,4.6431
4.6891,8.2,5.4281,1.2513,1048,3.7143,39.9014,-119.1679,1.7305
4.0523,14.2,5.4649,1.2808,724,2.5365,38.2787,-119.1954,1.9586
8.6507,36.2,4.3359,0.9031,352,1.0836,34.3722,-115.2701,3.8805
6.3486,37.2,4.9308,1.2926,557,2.8196,37.5611,-118.9105,2.4109
6.9524,9.2,2.5274,0.8,196,2.412,39.098,-118.72,2.9582
3.0079,42.5,2.5192,0.8,574,2.9394,36.7601,-121.1505,1.3806
2.3937,27.0,2.0547,0.8,666,1.0,35.3726,-116.8507,1.0246
3.1879,44.3,7.6687,2.0589,2826,2.5278,39.0519,-123.9719,1.4689
3.0879,5.5,2.3772,0.8,1956,2.5887,39.029,-114.3365,1.2132
7.183,3.2,9.3999,2.0032,291,2.8077,32.6609,-118.1344,3.1451
8.0493,33.5,4.0392,0.8,782,2.7638,34.7242,-115.6205,3.6578
4.0834,8.7,8.9747,1.8134,793,3.0523,38.64,-116.2988,1.6193
10.5756,27.8,4.7699,0.8857,553,4.5212,34.6294,-122.2094,4.7796
10.1867,1.7,2.3676,0.8,582,2.485,41.6452,-121.4647,4.637
5.1864,40.8,8.0676,1.9216,501,2.0888,34.0465,-121.5809,2.905
2.737,46.9,8.3037,2.0951,2975,1.2727,39.6081,-122.1321,1.116
11.5332,43.8,3.6879,1.0207,477,2.4889,41.9841,-124.333,5.0
4.3206,49.9,4.8367,1.1927,874,1.5987,35.7925,-115.817,1.7084
4.8341,47.1,3.6884,0.9774,100,3.9601,38.2297,-118.8525,1.9269
3.6555,23.6,5.2589,1.2408,1285,2.9039,33.5043,-118.2926,1.5021
2.6277,21.3,5.7157,1.1652,1715,3.9395,38.4073,-119.3371,0.7791
1.8567,46.7,4.7972,0.9822,287,4.4657,41.8815,-123.1942,0.5792
6.5517,48.3,2.0,0.8,442,2.1349,41.7422,-119.9209,2.4893
2.801,50.6,4.3382,0.9604,955,2.6526,36.4119,-121.4169,1.046
15.0,40.2,6.907,1.7559,676,4.3317,40.2959,-115.1334,5.0
2.3358,11.3,5.0822,1.1279,966,3.1892,40.3527,-117.1373,0.8464
2.1076,49.2,4.8451,1.0719,529,3.5215,35.609,-122.7921,0.8282
6.0866,49.3,3.6384,0.8869,2953,4.033,40.3161,-117.1299,2.2151
11.2188,35.0,4.2799,1.0649,389,3.8965,34.0428,-118.7421,4.911
4.6588,44.7,8.3179,1.5237,5729,3.4104,41.7994,-123.6424,2.6731
6.3176,29.6,3.2204,0.8,1796,4.3964,40.7096,-123.7697,2.6652
1.4827,49.2,6.9416,1.5012,1294,2.9317,37.3506,-122.9519,1.2607
2.9847,5.8,5.5941,1.5912,289,3.5194,36.1606,-115.9898,0.9489
2.3533,45.1,5.9896,1.5502,1377,2.8232,41.4865,-115.7855,0.5
1.4376,3.8,4.0353,0.9578,1078,4.0206,33.1757,-118.1141,0.9022
4.8076,18.3,4.7964,0.883,122,2.2992,37.2347,-124.3359,2.2279
1.1668,7.9,5.4886,1.4254,216,1.3171,37.126,-121.1702,1.1682
2.0273,25.4,4.4587,1.0857,885,3.6549,36.1226,-120.2905,1.1733
3.2468,12.8,6.1629,1.1245,598,1.9799,33.57,-121.514,1.7142
2.7216,49.6,6.4149,1.4376,440,1.8808,34.8881,-118.3982,0.6575
5.6851,29.5,9.8454,2.3799,1577,4.2649,41.8396,-123.8468,3.3366
5.3836,46.8,6.0564,1.27,328,3.9663,40.1755,-124.2903,2.8225
7.662,15.2,2.0,0.8,462,2.6575,40.4637,-118.3274,3.1052
7.0387,2.3,7.826,1.4453,396,1.0,37.3406,-121.7224,3.9486
8.8861,40.6,5.0923,1.3889,1000,3.5332,38.7873,-117.2914,3.8661
4.4765,36.8,9.5239,1.8744,168,3.6625,37.2976,-116.3353,1.6424
5.3767,28.8,8.4418,2.0802,447,3.5168,38.9349,-118.0839,2.537
6.0916,42.6,4.4895,0.878,168,3.4709,40.703,-114.1082,2.4068
4.8793,43.8,6.9438,1.3365,518,2.8186,34.8046,-117.7493,1.805
3.5314,31.0,4.3121,0.8295,1186,2.5895,41.5335,-116.3861,0.9745
3.6713,50.3,5.5054,1.052,1203,1.8938,41.1793,-117.7693,1.0769
2.7441,37.7,6.852,1.3881,372,2.3026,36.4833,-116.0429,1.1709
5.7717,35.5,7.726,2.0413,1019,3.3215,41.7797,-120.3987,2.9726
4.2359,19.4,7.2904,2.023,574,3.3379,40.884,-119.9392,1.9238
3.0105,1.1,5.65,1.3512,1976,3.7898,32.8807,-120.9805,1.4235
3.0121,13.3,10.4668,2.3311,599,1.5936,32.9001,-118.447,0.896
2.1679,40.0,4.77,1.1619,100,1.3408,39.2192,-120.5662,1.137
8.0632,37.2,2.2856,0.8,1361,2.6203,39.9449,-114.1274,3.8764
4.6982,17.9,2.6706,0.8,461,1.9801,34.8625,-118.1685,1.7238
2.6706,32.9,8.448,1.5518,534,3.186,37.238,-120.9751,1.3238
7.28,11.0,5.3467,1.2431,870,1.6901,37.6229,-119.1643,2.587
3.2019,14.4,5.8181,1.1472,213,4.1802,36.7332,-116.3036,1.0906
1.9273,49.3,4.415,0.8861,706,2.1779,33.1567,-116.0358,0.5
8.2708,22.1,4.5946,0.8388,1020,4.5927,34.5795,-117.8104,3.5237
3.247,13.5,3.9258,0.8,890,3.5243,40.2379,-124.4755,1.9595
3.5066,25.8,6.4423,1.584,412,1.9448,33.1943,-115.3796,1.0493
4.5938,20.7,5.3052,1.5027,1471,5.0947,38.4103,-114.9471,1.606
8.8956,38.2,6.37,1.1717,299,3.2655,38.5245,-115.3477,3.6869
4.5359,50.1,6.1789,1.2528,403,3.1661,41.5867,-117.4533,1.483
2.1826,31.2,4.6482,0.9069,597,2.9348,41.8808,-124.2155,0.9412
6.211,31.1,2.5825,0.8,843,3.4666,41.4779,-114.5168,2.769
3.3502,19.6,2.4084,0.8,513,3.5254,37.6426,-123.788,1.6161
13.912,29.8,11.5533,2.3093,1777,2.135,32.8969,-122.9304,5.0
4.4787,17.3,8.4563,1.578,842,2.7864,35.1344,-117.907,1.8304
1.1723,1.1,8.1804,1.5353,707,3.1157,37.0172,-119.651,0.5
5.5534,45.2,4.1508,0.9747,819,3.5827,32.8716,-116.575,2.0892
14.3932,22.9,5.519,1.5494,1196,3.5997,32.8524,-117.852,5.0
11.5369,26.1,3.8693,1.0816,806,3.1645,35.5782,-124.456,5.0
13.4445,5.3,2.8758,0.8,156,2.4497,36.1798,-117.7504,5.0
2.4306,43.7,4.3225,0.8361,1590,2.3984,38.018,-115.4887,0.8124
7.7469,9.7,8.1524,1.5692,732,1.8085,41.3621,-115.5525,3.6494
2.9061,21.9,7.1815,1.6667,1150,3.5926,36.2162,-122.8472,1.7335
5.1273,43.9,3.5599,0.8676,481,2.384,32.9569,-120.8527,2.5721
2.088,24.3,4.8704,1.0791,154,2.8082,37.6304,-123.2449,1.1714
3.0445,48.5,6.9982,1.3549,107,3.2377,35.9006,-116.6094,1.3483
2.9869,11.7,4.3581,0.9131,312,3.0039,41.0605,-117.9106,1.31
7.6839,37.5,5.6592,1.4973,1006,2.9944,36.5992,-119.4134,3.4618
7.2459,50.9,6.3037,1.4922,1879,2.095,35.5571,-121.3525,3.9223
5.2914,29.0,6.2819,1.3624,847,3.2689,39.3769,-116.2355,2.2903
1.9932,36.3,6.0083,1.3129,287,2.6872,37.1859,-116.1899,0.7013
3.7174,21.1,4.1926,0.8123,355,2.9136,37.7734,-119.3426,1.3087
2.8643,39.3,4.3981,0.8199,1976,4.158,33.9446,-123.1936,1.6485
7.5519,47.4,3.2327,0.8735,233,3.5053,36.0643,-119.6137,3.0151
9.0876,36.9,2.3773,0.8,3574,2.4292,32.941,-115.0913,4.1393
8.4472,48.7,5.2705,1.2302,2983,2.8511,39.6713,-118.3671,3.55
2.8487,31.0,7.1325,1.7427,3669,4.5994,34.833,-116.583,1.0314
0.8661,30.4,2.7394,0.8,902,2.6926,33.6449,-121.406,0.5
1.5524,16.5,6.0459,1.6881,506,3.0399,38.1004,-120.8968,1.1896
10.5168,37.2,7.0693,1.9464,885,3.6641,38.0046,-123.2702,5.0
3.5228,46.0,2.0,0.8,1376,3.2152,35.5001,-120.9005,1.682
2.8564,34.0,4.9588,1.3384,395,2.6272,41.6423,-122.7191,1.7598
12.0083,12.9,8.7924,1.7079,276,2.2566,38.5375,-118.8407,5.0
9.5744,28.7,6.6039,1.6056,530,2.9899,41.3007,-120.365,4.1913
4.5479,39.6,2.0,0.8,359,3.658,35.3557,-115.7246,1.4517
3.7583,48.9,6.8167,1.8416,1795,4.3209,37.7421,-120.4814,1.6013
4.1402,9.0,4.0045,1.1355,406,1.5346,36.4284,-122.2704,2.221
5.1361,7.5,6.8826,1.6346,718,4.7628,36.4262,-123.6155,2.3437
11.7051,22.1,4.1198,0.8,1460,2.7116,32.9538,-121.848,5.0
5.7747,7.4,5.3939,1.0101,1852,3.9248,34.5865,-117.1777,1.7289
6.9283,51.0,4.4249,1.2213,786,2.2625,40.7586,-117.9246,3.062
9.0391,22.6,5.5063,1.5459,905,1.3892,40.5736,-117.9906,4.1619
2.2215,28.2,4.3654,1.1435,295,1.6871,33.4984,-115.4892,1.1898
7.0492,12.6,5.0529,1.004,1508,2.669,32.6724,-121.8455,3.8988
3.7556,23.9,3.1488,0.8054,1828,3.5241,33.4694,-119.5567,1.3313
0.9904,51.2,6.4813,1.636,149,3.0312,38.5686,-122.7341,0.9856
1.2499,25.9,5.8506,1.1085,2725,2.7498,34.7783,-122.2027,0.9079
2.433,1.5,2.2669,0.8,380,4.118,39.7449,-120.6054,1.2242
6.164,13.4,7.4858,1.5465,1070,3.002,32.5554,-117.0757,2.5933
4.7984,50.9,5.1474,1.3447,708,3.2798,39.2998,-115.7461,1.9356
5.0059,51.4,5.8235,1.3663,634,6.111,40.9207,-121.2743,2.344
14.4481,11.7,7.0291,1.7695,564,2.992,32.9257,-120.3235,5.0
2.0929,32.4,6.1565,1.271,301,2.3042,40.7403,-115.1796,0.6421
4.4085,4.9,7.8304,1.5476,1011,3.481,41.2198,-116.3075,1.9557
5.3799,30.4,4.9134,1.2984,529,3.7341,37.5905,-117.2515,2.1154
2.8813,7.4,7.5689,1.4292,233,3.301,35.203,-120.225,2.3976
4.5585,42.8,5.7458,1.2983,291,3.1569,37.8467,-120.9189,2.3797
1.7161,48.9,6.5153,1.28,237,4.4822,35.4506,-116.904,0.5922
10.4431,9.8,6.3073,1.7504,437,4.3572,41.3655,-123.5201,4.6545
2.9773,24.6,7.9815,1.8908,981,2.8829,37.6645,-118.7936,1.3078
15.0,6.2,6.9428,1.9671,377,2.3565,40.0877,-123.8615,5.0
4.3952,18.3,4.6141,0.9346,1452,3.4292,38.2947,-117.955,1.7678
8.3048,4.3,4.2175,1.1527,605,2.3508,35.2399,-118.5317,4.0578
4.3406,14.5,5.4005,1.293,528,3.8852,37.2512,-123.8722,2.1895
4.3998,51.5,3.9798,0.8,674,3.4241,40.859,-120.0914,1.8804
3.1569,3.3,3.3956,0.8,2031,5.67,36.1373,-122.4793,1.2063
4.8137,44.8,2.0,0.8,222,4.4733,35.7427,-116.1197,1.8225
5.4238,5.0,2.4015,0.8,2503,1.9213,41.5861,-114.9105,2.3737
2.7995,28.0,9.4708,1.9721,1434,2.4812,35.6736,-121.1959,1.8645
4.1577,24.1,4.187,0.8755,654,1.086,40.6653,-124.1922,1.7822
3.1079,48.5,9.3069,2.2163,1714,1.0,34.1937,-115.0746,1.7356
15.0,11.2,6.3063,1.7733,514,3.1138,40.0214,-115.6325,5.0
4.2468,10.2,5.4005,1.232,836,1.8076,38.3454,-116.1331,1.8558
11.3264,39.2,2.4988,0.8,431,4.6412,33.6419,-120.758,4.9944
3.9854,38.0,5.5093,1.2415,1441,4.1579,33.1075,-123.6631,2.3064
5.2361,36.7,9.2844,2.0967,378,2.7285,35.3339,-114.2639,2.4317
2.0283,2.3,8.6153,2.2334,638,2.6717,38.7458,-119.3192,0.8644
3.4272,14.3,6.0485,1.1933,1145,4.4854,35.9211,-120.7556,2.2942
5.0851,43.8,3.2027,0.8,1538,4.7146,35.0759,-116.3393,1.7793
11.6069,31.6,3.5857,0.8,345,2.0674,38.0277,-117.4576,4.7818
5.1202,31.7,3.7948,0.8,1215,1.9388,41.5493,-124.0604,2.5378
10.2803,16.1,8.0563,1.9773,303,2.6989,33.6576,-114.4368,4.1031
6.5827,14.3,8.7634,2.1778,119,3.4312,38.6235,-118.6613,2.5261
11.8988,49.3,5.8918,1.5237,366,2.4863,41.1678,-122.5235,5.0
4.3257,38.1,4.8938,1.0665,1297,3.4522,37.6405,-124.3323,2.0375
15.0,7.5,8.5974,2.1984,659,4.9503,41.6598,-118.7015,5.0
3.3493,48.8,3.5429,0.8,434,1.594,38.18,-118.2626,1.1583
2.8296,30.7,5.6036,1.3639,695,2.5543,38.8897,-123.4539,1.3009
2.1684,18.0,6.4259,1.4338,677,1.613,40.0172,-118.7783,0.7524
15.0,21.3,3.7744,0.8279,1094,2.1634,34.3974,-119.9669,5.0
7.3278,38.0,4.2282,1.0274,183,2.7053,37.8218,-119.9049,3.2921
3.6676,20.2,4.0725,0.8183,613,2.2728,38.3355,-114.2598,1.4494
9.4822,30.5,8.3335,1.7062,735,3.52,33.6414,-121.3932,4.4812
6.7708,37.2,9.3287,1.8577,223,3.151,36.8274,-115.2163,2.7169
14.5804,11.0,5.7296,1.216,221,3.299,39.8214,-120.8825,5.0
1.7706,49.2,4.9636,1.1229,497,2.6933,32.8867,-122.6152,1.2777
3.822,19.2,4.3003,0.9778,670,2.7854,36.4282,-122.9012,2.1554
3.3956,22.4,5.5035,1.1156,672,2.6493,33.8843,-114.6233,1.4079
1.3713,36.6,4.3996,1.0342,426,2.7513,34.1696,-124.2554,0.8886
8.4672,32.0,5.3059,1.2129,412,3.419,37.3695,-122.1988,4.3766
3.8105,23.4,6.3265,1.653,485,1.0765,32.7801,-120.925,2.6086
6.9851,34.1,4.6894,0.965,845,3.2879,36.5371,-117.6036,2.5977
15.0,47.0,5.1208,1.4015,1800,2.1313,32.7442,-120.5541,5.0
3.6257,41.8,5.1291,0.9358,113,2.6611,41.2928,-124.2857,1.9074
3.481,43.0,4.8649,1.2845,1095,1.4385,40.8881,-119.0719,1.2813
4.8124,14.2,4.6171,1.0823,609,2.6413,34.5106,-115.2131,1.8556
8.1039,22.4,7.0244,1.7669,1013,3.2779,33.1251,-115.191,3.5742
3.1898,29.2,2.0,0.8,1717,3.4571,34.881,-114.0882,1.2623
3.0692,3.3,8.6486,2.0866,364,1.8137,32.7697,-120.9049,1.8662
8.4512,40.3,5.7711,1.169,1416,3.4088,39.4805,-123.2141,3.5566
5.6248,17.5,6.72,1.7439,244,4.1398,37.952,-123.7698,2.7958
1.3141,15.4,6.9502,1.7256,737,2.5063,37.6665,-115.3955,0.5
2.1485,14.2,4.0839,1.103,548,3.0009,40.5937,-116.6438,0.9432
11.0314,15.5,3.6713,0.8819,690,1.0,40.1885,-117.9105,4.6507
5.7039,18.2,3.4355,0.8,302,2.103,36.3844,-119.284,2.3717
2.8368,31.8,5.0059,1.175,943,3.2705,38.2982,-119.6979,0.599
4.0461,30.8,6.8984,1.3648,2366,3.9555,36.6972,-119.3135,1.1672
4.5174,14.0,4.3325,0.9794,306,2.4007,38.4281,-120.6796,2.2711
6.9688,11.5,6.7159,1.5266,774,5.6694,33.9395,-119.5159,2.7975
1.9839,43.1,2.0,0.8,1319,3.3139,35.3508,-122.2915,0.9528
2.7059,5.7,4.7289,1.3307,525,1.7266,34.8929,-123.2634,1.546
5.2792,27.2,7.8343,1.498,1975,4.2872,34.0909,-122.2814,2.1675
4.2211,27.5,5.1581,1.1538,472,1.7471,36.4315,-114.3049,1.6895
6.3162,30.3,3.8417,0.9142,606,3.3284,39.4017,-114.0978,2.5346
2.1432,46.2,4.1863,0.8,301,2.0708,36.2625,-116.6091,0.5
5.5527,32.8,2.0,0.8,736,1.6426,41.835,-115.7095,2.3584
8.6275,50.7,3.4764,0.8,667,3.9622,35.3699,-123.4126,3.6628
6.002,45.4,7.6145,1.4173,1106,2.7402,41.5072,-123.2082,2.7421
